Emp_id,Date,Time
4,2022-02-03,00:23:36.474864
4,2022-02-03,00:23:36.600861
4,2022-02-03,00:23:36.678864
4,2022-02-03,00:23:36.802861
4,2022-02-03,00:23:37.095861
4,2022-02-03,00:23:37.218861
4,2022-02-03,00:23:37.333864
4,2022-02-03,00:23:38.395862
4,2022-02-03,00:23:38.520861
4,2022-02-03,00:23:38.646863
4,2022-02-03,00:23:39.132861
4,2022-02-03,00:23:39.260862
4,2022-02-03,00:23:39.441865
4,2022-02-03,00:23:39.568861
4,2022-02-03,00:23:39.751861
4,2022-02-03,00:23:39.966861
4,2022-02-03,00:23:45.381493
4,2022-02-03,00:23:47.990065
4,2022-02-03,00:32:56.497979
4,2022-02-03,00:32:56.599947
4,2022-02-03,00:32:56.684948
4,2022-02-03,00:32:56.795948
4,2022-02-03,00:32:56.911946
4,2022-02-03,00:32:56.996947
4,2022-02-03,00:32:57.109948
4,2022-02-03,00:32:57.184950
4,2022-02-03,00:32:57.311946
4,2022-02-03,00:32:57.398001
4,2022-02-03,00:32:57.524970
4,2022-02-03,00:32:57.677970
4,2022-02-03,00:32:57.744970
4,2022-02-03,00:32:57.870971
4,2022-02-03,00:32:57.991970
4,2022-02-03,00:32:59.764971
4,2022-02-03,00:32:59.876970
4,2022-02-03,00:32:59.997971
4,2022-02-03,00:33:00.109970
4,2022-02-03,00:33:00.193001
4,2022-02-03,00:33:00.314975
4,2022-02-03,00:33:00.440970
4,2022-02-03,00:33:00.510970
4,2022-02-03,00:33:00.640970
4,2022-02-03,00:33:00.757971
4,2022-02-03,00:33:00.828971
4,2022-02-03,00:33:00.945972
4,2022-02-03,00:33:01.067970
4,2022-02-03,00:33:01.145972
4,2022-02-03,00:33:01.276971
4,2022-02-03,00:33:01.387973
4,2022-02-03,00:33:01.510971
4,2022-02-03,00:33:01.578972
4,2022-02-03,00:33:01.726973
4,2022-02-03,00:33:01.845973
4,2022-02-03,00:33:01.948977
4,2022-02-03,00:33:02.067970
4,2022-02-03,00:33:02.135970
4,2022-02-03,00:33:02.240971
4,2022-02-03,00:33:02.345971
4,2022-02-03,00:33:02.446979
4,2022-02-03,00:33:02.567971
4,2022-02-03,00:33:02.678972
4,2022-02-03,00:33:02.803971
4,2022-02-03,00:33:02.895970
4,2022-02-03,00:33:03.055971
4,2022-02-03,00:33:03.136970
4,2022-02-03,00:33:03.286973
4,2022-02-03,00:33:03.391970
4,2022-02-03,00:33:03.489970
4,2022-02-03,00:33:03.704971
4,2022-02-03,00:33:03.832972
4,2022-02-03,00:33:03.960970
4,2022-02-03,00:33:04.086973
4,2022-02-03,00:33:04.173971
4,2022-02-03,00:33:04.278973
4,2022-02-03,00:33:04.394971
4,2022-02-03,00:33:04.519974
4,2022-02-03,00:33:04.587970
4,2022-02-03,00:33:04.729972
4,2022-02-03,00:33:04.837971
4,2022-02-03,00:33:04.937971
4,2022-02-03,00:33:05.046978
4,2022-02-03,00:33:05.128973
4,2022-02-03,00:33:05.247974
4,2022-02-03,00:33:05.369971
4,2022-02-03,00:33:05.462973
4,2022-02-03,00:33:05.571970
4,2022-02-03,00:33:05.668970
4,2022-02-03,00:33:05.787972
4,2022-02-03,00:33:05.905970
4,2022-02-03,00:33:05.974980
4,2022-02-03,00:33:06.113974
4,2022-02-03,00:33:06.188970
4,2022-02-03,00:33:06.304970
4,2022-02-03,00:33:06.376971
4,2022-02-03,00:33:06.499971
4,2022-02-03,00:33:06.612972
4,2022-02-03,00:33:06.738970
4,2022-02-03,00:33:07.395973
4,2022-02-03,00:33:07.508970
4,2022-02-03,00:33:07.625971
4,2022-02-03,00:33:08.008972
4,2022-02-03,00:34:38.238538
4,2022-02-03,00:34:38.345536
4,2022-02-03,00:34:38.454534
4,2022-02-03,00:34:38.526534
4,2022-02-03,00:34:38.642538
4,2022-02-03,00:34:38.737534
4,2022-02-03,00:34:38.821534
4,2022-02-03,00:34:38.930534
4,2022-02-03,00:34:39.061534
4,2022-02-03,00:34:39.153534
4,2022-02-03,00:34:39.284535
4,2022-02-03,00:34:39.386534
4,2022-02-03,00:34:39.490536
4,2022-02-03,00:34:39.622534
4,2022-02-03,00:34:39.715537
4,2022-02-03,00:34:39.836534
4,2022-02-03,00:34:39.930534
4,2022-02-03,00:34:40.007535
4,2022-02-03,00:34:40.131534
4,2022-02-03,00:34:40.258536
4,2022-02-03,00:34:40.376539
4,2022-02-03,00:34:40.497534
4,2022-02-03,00:34:40.611538
4,2022-02-03,00:34:40.735534
4,2022-02-03,00:34:40.804534
4,2022-02-03,00:34:40.882537
4,2022-02-03,00:34:41.000534
4,2022-02-03,00:34:41.073534
4,2022-02-03,00:34:41.202534
4,2022-02-03,00:34:41.324537
4,2022-02-03,00:34:41.462534
4,2022-02-03,00:34:41.571534
4,2022-02-03,00:34:41.686534
4,2022-02-03,00:34:41.791538
4,2022-02-03,00:34:41.882538
4,2022-02-03,00:34:41.960534
4,2022-02-03,00:34:42.039534
4,2022-02-03,00:34:42.167534
4,2022-02-03,00:34:42.288534
4,2022-02-03,00:34:42.388534
4,2022-02-03,00:34:42.521534
4,2022-02-03,00:34:42.636534
4,2022-02-03,00:34:42.742539
4,2022-02-03,00:34:42.821534
4,2022-02-03,00:34:42.938534
4,2022-02-03,00:34:43.027552
4,2022-02-03,00:34:43.156534
4,2022-02-03,00:34:43.279538
4,2022-02-03,00:34:43.407538
4,2022-02-03,00:34:43.647540
4,2022-02-03,00:34:43.758537
4,2022-02-03,00:34:43.841537
4,2022-02-03,00:34:43.974537
4,2022-02-03,00:34:44.095534
4,2022-02-03,00:34:44.221534
4,2022-02-03,00:34:44.324537
4,2022-02-03,00:34:44.444538
4,2022-02-03,00:34:44.597501
4,2022-02-03,00:34:44.721501
4,2022-02-03,00:34:44.842506
4,2022-02-03,00:34:44.925502
4,2022-02-03,00:34:45.053501
4,2022-02-03,00:34:45.177505
4,2022-02-03,00:34:45.303501
4,2022-02-03,00:34:45.374503
4,2022-02-03,00:34:45.501501
4,2022-02-03,00:34:45.623502
4,2022-02-03,00:34:45.705501
4,2022-02-03,00:34:45.836501
4,2022-02-03,00:34:45.917501
4,2022-02-03,00:34:46.038501
4,2022-02-03,00:34:46.146504
4,2022-02-03,00:34:46.243505
4,2022-02-03,00:34:46.356501
4,2022-02-03,00:34:46.455501
4,2022-02-03,00:34:46.569501
4,2022-02-03,00:34:46.687502
4,2022-02-03,00:34:46.829502
4,2022-02-03,00:34:46.936501
4,2022-02-03,00:34:47.022501
4,2022-02-03,00:34:47.139502
4,2022-02-03,00:34:47.265501
4,2022-02-03,00:34:47.333501
4,2022-02-03,00:34:47.431502
4,2022-02-03,00:34:47.548506
4,2022-02-03,00:34:47.666501
4,2022-02-03,00:34:48.735501
4,2022-02-03,00:34:48.858503
4,2022-02-03,00:34:48.929501
4,2022-02-03,00:34:49.042506
4,2022-02-03,00:34:49.169501
4,2022-02-03,00:34:49.290504
4,2022-02-03,00:34:49.387501
4,2022-02-03,00:34:49.485501
4,2022-02-03,00:34:49.600503
4,2022-02-03,00:34:49.692502
4,2022-02-03,00:34:49.825505
4,2022-02-03,00:34:49.931502
4,2022-02-03,00:34:50.040502
4,2022-02-03,00:34:50.189501
4,2022-02-03,00:34:50.298503
4,2022-02-03,00:34:53.331528
4,2022-02-03,00:34:54.841534
4,2022-02-03,00:34:54.946533
4,2022-02-03,00:34:55.056530
4,2022-02-03,00:34:55.177536
4,2022-02-03,00:34:55.271554
4,2022-02-03,00:34:55.342531
4,2022-02-03,00:34:55.472529
4,2022-02-03,00:34:55.592529
4,2022-02-03,00:34:55.661528
4,2022-02-03,00:34:55.814534
4,2022-02-03,00:34:55.924531
4,2022-02-03,00:34:56.030528
4,2022-02-03,00:34:56.218528
4,2022-02-03,00:34:56.341528
4,2022-02-03,00:34:56.466529
4,2022-02-03,00:34:56.537558
4,2022-02-03,00:34:56.616528
4,2022-02-03,00:34:57.056530
4,2022-02-03,00:34:57.383530
4,2022-02-03,00:34:57.499528
4,2022-02-03,00:34:57.598528
4,2022-02-03,00:34:57.669528
4,2022-02-03,00:34:57.794528
4,2022-02-03,00:34:57.913531
4,2022-02-03,00:34:58.031529
4,2022-02-03,00:34:58.122528
4,2022-02-03,00:34:58.235528
4,2022-02-03,00:34:58.306529
4,2022-02-03,00:34:58.442534
4,2022-02-03,00:34:58.548529
4,2022-02-03,00:34:58.631528
4,2022-02-03,00:34:58.705528
4,2022-02-03,00:34:58.834528
4,2022-02-03,00:34:59.097528
4,2022-02-03,00:34:59.201528
4,2022-02-03,00:34:59.326709
4,2022-02-03,00:34:59.404709
4,2022-02-03,00:34:59.497709
4,2022-02-03,00:34:59.589711
4,2022-02-03,00:34:59.666710
4,2022-02-03,00:34:59.744712
4,2022-02-03,00:34:59.847711
4,2022-02-03,00:34:59.932708
4,2022-02-03,00:35:00.016709
4,2022-02-03,00:35:00.090714
4,2022-02-03,00:35:00.220709
4,2022-02-03,00:35:00.298708
4,2022-02-03,00:35:00.376713
4,2022-02-03,00:35:00.457710
4,2022-02-03,00:35:00.539711
4,2022-02-03,00:35:00.698708
4,2022-02-03,00:35:00.778713
4,2022-02-03,00:35:00.859708
4,2022-02-03,00:35:00.936738
4,2022-02-03,00:35:01.063195
4,2022-02-03,00:35:03.272195
4,2022-02-03,00:35:03.409198
4,2022-02-03,00:35:03.523197
4,2022-02-03,00:35:03.650195
4,2022-02-03,00:35:03.721194
4,2022-02-03,00:35:03.857197
4,2022-02-03,00:35:03.960195
4,2022-02-03,00:35:04.058196
4,2022-02-03,00:35:04.182196
4,2022-02-03,00:35:04.314198
4,2022-02-03,00:35:04.425195
4,2022-02-03,00:35:04.545199
4,2022-02-03,00:35:04.681199
4,2022-02-03,00:35:04.759196
4,2022-02-03,00:35:04.890197
4,2022-02-03,00:35:04.993195
4,2022-02-03,00:35:05.108200
4,2022-02-03,00:35:05.230195
4,2022-02-03,00:35:05.791196
4,2022-02-03,00:35:05.910202
4,2022-02-03,00:35:13.307367
4,2022-02-03,00:35:13.425362
4,2022-02-03,00:35:40.878918
4,2022-02-03,00:35:40.999914
4,2022-02-03,00:35:41.269915
4,2022-02-03,00:35:41.381915
4,2022-02-03,00:35:42.485914
4,2022-02-03,00:35:42.584914
4,2022-02-03,00:35:42.841992
4,2022-02-03,00:35:43.108991
4,2022-02-03,00:35:43.195988
4,2022-02-03,00:35:43.315989
4,2022-02-03,00:35:43.426988
4,2022-02-03,00:35:43.543990
4,2022-02-03,00:35:43.870991
4,2022-02-03,00:35:44.234988
4,2022-02-03,00:35:44.428988
4,2022-02-03,00:35:44.771990
4,2022-02-03,00:35:44.865988
4,2022-02-03,00:35:45.233988
4,2022-02-03,00:35:45.597988
4,2022-02-03,00:35:45.668988
4,2022-02-03,00:35:45.794988
4,2022-02-03,00:35:45.872992
4,2022-02-03,00:35:46.001988
4,2022-02-03,00:35:46.121990
4,2022-02-03,00:35:46.248988
4,2022-02-03,00:35:46.377990
4,2022-02-03,00:35:46.500988
4,2022-02-03,00:35:46.792988
4,2022-02-03,00:35:46.871989
4,2022-02-03,00:35:46.996988
4,2022-02-03,00:35:47.122996
4,2022-02-03,00:35:47.235988
4,2022-02-03,00:35:47.354990
4,2022-02-03,00:35:47.670990
4,2022-02-03,00:35:47.788989
4,2022-02-03,00:35:47.870990
4,2022-02-03,00:35:48.358989
4,2022-02-03,00:37:01.007475
4,2022-02-03,00:37:31.164993
4,2022-02-03,00:38:27.511354
4,2022-02-03,00:38:30.587113
